"college","public_profile_enabled","going","interested","start_term","cohort_year","created_by_csv","last_login","schools_followed","high_school","transfer_status","roommate_match_quiz","chat_messages_sent","chat_viewed","videos_liked","videos_viewed","videos_viewed_unique","total_official_videos","engaged","final_funnel_stage"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,140,11,"unknown",FALSE,FALSE,0,0,0,2,2,42,TRUE,"Applied"
"college2",TRUE,"notgoing",FALSE,"fall",2019,FALSE,39,4,"unknown",FALSE,TRUE,0,2,0,0,0,42,TRUE,"Inquired"
"college2",TRUE,"undecided",FALSE,"fall",2019,FALSE,276,8,"unknown",FALSE,FALSE,0,2,0,33,8,42,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,54,1,"other",FALSE,FALSE,0,1,0,29,8,23,TRUE,"Deposited"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,302,6,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Accepted"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,11,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,9,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,9,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,9,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,325,2,"other",FALSE,FALSE,0,0,0,2,2,42,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,1,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Enrolled"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,1,"other",FALSE,FALSE,0,0,0,19,10,42,TRUE,"Applied"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Accepted"
"college5",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Applied"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,7,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,354,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college6",TRUE,"undecided",FALSE,"fall",2019,FALSE,156,8,"unknown",FALSE,FALSE,0,0,0,7,5,378,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,8,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,6,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,3,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,322,9,"other",FALSE,FALSE,0,0,0,4,3,42,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,8,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,11,"unknown",FALSE,FALSE,0,0,0,11,4,23,TRUE,"Applied"
"college5",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"other",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,346,10,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"unknown",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college3",TRUE,"notgoing",TRUE,"fall",2019,FALSE,20,11,"other",FALSE,TRUE,0,2,0,40,6,23,TRUE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,4,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,4,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,2,"other",FALSE,FALSE,0,0,0,0,0,42,TRUE,"Inquired"
"college1",FALSE,"undecided",TRUE,"fall",2019,FALSE,339,12,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Accepted"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,320,1,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,1,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",FALSE,"undecided",TRUE,"fall",2019,FALSE,259,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,252,3,"other",FALSE,FALSE,0,0,0,32,18,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,353,14,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,309,13,"unknown",FALSE,FALSE,0,0,0,90,1,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,309,13,"unknown",FALSE,FALSE,0,0,0,90,1,42,TRUE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,8,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,127,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,236,5,"other",FALSE,TRUE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,3,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Accepted"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,3,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,138,8,"unknown",FALSE,FALSE,0,0,0,3,2,637,TRUE,"Accepted"
"college6",TRUE,"undecided",FALSE,"fall",2019,FALSE,207,4,"other",FALSE,FALSE,0,0,0,2,1,378,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,5,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,195,39,"other",FALSE,FALSE,0,0,0,48,13,23,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,195,39,"other",FALSE,FALSE,0,0,0,48,13,23,TRUE,"Inquired"
"college1",TRUE,"undecided",FALSE,"fall",2019,FALSE,174,3,"other",FALSE,FALSE,0,4,0,14,2,127,TRUE,"Inquired"
"college3",TRUE,"undecided",FALSE,"fall",2019,FALSE,322,7,"other",FALSE,FALSE,0,0,0,8,4,42,TRUE,"Inquired"
"college4",TRUE,"undecided",FALSE,"fall",2019,FALSE,322,7,"other",FALSE,FALSE,0,0,0,8,4,42,TRUE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,TRUE,352,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,3,"hs10",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,3,"hs10",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,267,2,"other",FALSE,FALSE,0,0,0,2,2,127,TRUE,"Accepted"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,267,2,"other",FALSE,FALSE,0,0,0,2,2,127,TRUE,"Applied"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,343,7,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,352,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,322,18,"unknown",FALSE,FALSE,0,0,0,28,1,42,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,144,3,"unknown",FALSE,FALSE,0,16,0,8,5,127,TRUE,"Accepted"
"college1",TRUE,"undecided",FALSE,"fall",2019,FALSE,78,11,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,6,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,6,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,6,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,6,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,283,5,"other",FALSE,FALSE,0,2,0,14,3,42,TRUE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,6,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,5,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,1,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"notgoing",FALSE,"fall",2019,FALSE,131,9,"other",FALSE,TRUE,0,11,0,36,8,42,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,125,6,"other",FALSE,FALSE,0,0,0,1,1,23,TRUE,"Inquired"
"college2",FALSE,"undecided",FALSE,"fall",2019,FALSE,287,1,"unknown",FALSE,FALSE,0,0,0,8,4,42,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,TRUE,109,13,"unknown",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,4,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,4,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,1,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Accepted"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Accepted"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Accepted"
"college7",TRUE,"notgoing",FALSE,"fall",2019,FALSE,22,4,"unknown",FALSE,TRUE,0,0,0,21,9,637,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"notgoing",FALSE,"fall",2019,FALSE,36,22,"unknown",FALSE,TRUE,0,0,0,4,2,23,TRUE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,6,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,6,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,6,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,286,1,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Application_Complete"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college5",TRUE,"undecided",TRUE,"fall",2019,FALSE,351,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,264,4,"other",FALSE,FALSE,0,0,0,40,9,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,6,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college7",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,637,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",FALSE,"fall",2019,FALSE,322,2,"other",FALSE,FALSE,0,0,0,3,1,42,TRUE,"Inquired"
"college2",TRUE,"undecided",FALSE,"fall",2019,FALSE,322,2,"other",FALSE,FALSE,0,0,0,3,1,42,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,318,7,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,2,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,4,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Applied"
"college2",TRUE,"undecided",FALSE,"fall",2019,FALSE,180,12,"unknown",FALSE,FALSE,0,0,0,1,1,42,TRUE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,2,"unknown",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,346,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,171,1,"unknown",FALSE,FALSE,8,20,0,175,66,378,TRUE,"Accepted"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,5,"unknown",FALSE,FALSE,0,0,0,29,25,378,TRUE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,350,2,"hs11",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college8",TRUE,"undecided",TRUE,"fall",2019,FALSE,346,13,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,346,13,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,346,13,"other",FALSE,FALSE,0,0,0,0,0,0,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,235,7,"unknown",FALSE,FALSE,0,1,0,3,2,127,TRUE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,TRUE,193,3,"unknown",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Accepted"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,290,32,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"other",FALSE,FALSE,0,0,0,1,1,378,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,322,9,"other",FALSE,FALSE,1,1,0,2,1,42,TRUE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,1,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",FALSE,"undecided",FALSE,"fall",2019,FALSE,302,5,"unknown",FALSE,FALSE,0,0,0,17,9,42,TRUE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,196,9,"other",FALSE,FALSE,0,0,0,1,1,23,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"other",FALSE,FALSE,0,0,0,5,5,42,TRUE,"Inquired"
"college2",FALSE,"notgoing",FALSE,"fall",2019,FALSE,143,6,"unknown",FALSE,TRUE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,2,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,162,1,"unknown",FALSE,FALSE,0,0,0,14,10,23,TRUE,"Applied"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,314,1,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,2,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,271,9,"other",FALSE,FALSE,0,0,0,1,1,56,TRUE,"Accepted"
"college6",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,4,"unknown",FALSE,FALSE,0,0,0,1,1,238,TRUE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,184,6,"other",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,14,3,"unknown",FALSE,FALSE,0,1,0,30,13,23,TRUE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,3,"hs4",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,284,4,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college5",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,1,"other",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Deposited"
"college3",TRUE,"undecided",TRUE,"fall",2019,TRUE,96,23,"unknown",FALSE,TRUE,0,0,0,3,1,23,TRUE,"Inquired"
"college6",TRUE,"undecided",TRUE,"fall",2019,TRUE,173,2,"other",FALSE,FALSE,0,0,0,0,0,378,FALSE,"Applied"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,349,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,2,"unknown",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",FALSE,"undecided",FALSE,"fall",2019,FALSE,288,2,"unknown",FALSE,FALSE,0,0,0,3,2,127,TRUE,"Inquired"
"college2",TRUE,"undecided",TRUE,"fall",2019,TRUE,348,1,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,325,5,"other",FALSE,FALSE,0,0,0,2,1,56,TRUE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,1,"unknown",FALSE,FALSE,0,0,0,0,0,56,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,3,"other",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,6,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college4",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,6,"other",FALSE,FALSE,0,0,0,0,0,127,FALSE,"Inquired"
"college3",TRUE,"undecided",TRUE,"fall",2019,TRUE,303,6,"unknown",FALSE,FALSE,0,0,0,0,0,23,FALSE,"Application_Complete"
"college2",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,2,"other",FALSE,FALSE,0,0,0,0,0,42,FALSE,"Inquired"
"college1",TRUE,"undecided",TRUE,"fall",2019,FALSE,340,18,"other",FALSE,FALSE,0,0,0,0,0,127,TRUE,"Inquired"
"college3",TRUE,"notgoing",TRUE,"fall",2019,FALSE,53,4,"unknown",FALSE,FALSE,0,0,0,8,3,23,TRUE,"Inquired"
"college5",TRUE,"undecided",TRUE,"fall",2019,FALSE,348,1,"other",FALSE,FALSE,0,0,0,0,0,180,FALSE,"Accepted"
"college3",TRUE,"undecided",TRUE,"fall",2019,FALSE,62,5,"other",FALSE,FALSE,0,0,0,3,1,23,TRUE,"Inquired"
